name,ABC,ABCGG,nAcid,nBase,nAromAtom,nAromBond,BalabanJ,BertzCT,ECIndex,fragCpx,fMF,Kier1,Kier2,Kier3,VMcGowan,nRot,RotRatio,SLogP,SMR,TopoPSA(NO),TopoPSA
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,62.567511592833114,43.81189459622676,0,0,52,54,0.6581177015274982,4012.205572346454,4336,2044.18,0.5517241379310345,55.20402892561984,22.204801038062282,10.405768429820908,831.4000000000016,10,0.11363636363636363,21.456520000000037,354.0060000000006,40.620000000000005,437.80000000000007
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)C1=O,82.92842681604651,55.94699695139168,0,0,74,78,0.558158841117834,5677.19164425101,6974,3789.22,0.5657894736842105,71.59763313609467,28.70414201183432,13.166204986149584,1085.6000000000008,13,0.1111111111111111,29.626760000000054,466.3080000000008,40.620000000000005,550.7600000000001
CN1C(=O)S\\C(=C/c2sc(-c3cc4sc5c(-c6ccc(C)s6)c6c(sc7cc(sc67)-c6sc(\\C=C7/SC(=O)N(C)C7=S)c7cc(C)sc67)c(-c6ccc(C)s6)c5c4s3)c3sc(C)cc23)C1=S,55.19678395244552,39.32929779645725,0,0,44,50,0.7654850371466376,3811.5397838430295,2858,1794.18,0.5957446808510638,45.833333333333336,17.315296566077002,7.458896982310094,707.7000000000011,6,0.07692307692307693,20.056280000000022,313.5900000000005,40.620000000000005,437.80000000000007
Cc1cc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2sc(cc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)cc1C,56.10609130623148,39.1477104199677,0,0,48,49,0.6664608486851198,4064.0438583325677,4282,1411.18,0.4807692307692308,53.40009613843935,22.156666666666666,10.472147106544078,745.3600000000017,8,0.10126582278481013,12.758039999999971,302.02400000000046,139.16,421.56000000000006
CSc1cc2sc(cc2s1)-c1c2cc(sc2c(-c2cc3sc(SC)cc3s2)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,69.33891957617651,47.06806408192631,0,0,58,62,0.6364782518424065,4594.7028763284325,4774,2632.22,0.5645161290322581,60.25364431486881,24.15564404432133,11.051132213294375,922.8400000000008,12,0.12244897959183673,24.712880000000034,398.86000000000064,40.620000000000005,544.8800000000001
COc1c2cc(sc2c(OC)c2cc(sc12)-c1c(F)c(F)c(-c2cc3n(C)c4cc(C)sc4c3s2)c2nsnc12)-c1c(F)c(F)c(-c2cc3n(C)c4cc(C)sc4c3s2)c2nsnc12,53.32115010347079,37.797737495841034,0,0,52,60,0.703307056119427,3867.3261456872197,3160,1744.2,0.5909090909090909,43.97783933518006,16.270626175759205,6.360785590277778,608.8000000000015,6,0.07894736842105263,15.519639999999981,262.7819999999999,79.88000000000001,305.80000000000007
COc1c2cc(sc2c(C)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,54.76082742907968,37.83683268177246,0,0,42,44,0.6515226116097802,3428.5277901282698,3907,1507.17,0.5242718446601942,49.224489795918366,19.691405974154367,9.137912385073012,730.7700000000016,9,0.11688311688311688,17.699699999999993,309.1950000000006,49.85,390.55000000000007
Cc1ccc(s1)-c1c2ccsc2c(-c2ccc(C)s2)c2cc(sc12)-c1c(F)c(F)c(-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2c(F)c(F)c(-c3cc4c(-c5ccc(C)s5)c5sccc5c(-c5ccc(C)s5)c4s3)c3nsnc23)c2nsnc12,78.67225290950992,55.85695097953493,0,0,84,92,0.5973695388807256,5794.258141813309,5138,3802.22,0.6363636363636364,64.81234056122449,25.41167355371901,10.565486968449932,944.3600000000009,10,0.08928571428571429,28.430120000000052,410.5620000000005,51.56,446.9200000000001
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,62.567511592833114,43.81189459622676,0,0,52,54,0.6581177015274982,4012.205572346454,4336,2044.18,0.5517241379310345,55.20402892561984,22.204801038062282,10.405768429820908,831.4000000000016,10,0.11363636363636363,21.456520000000037,354.0060000000006,40.620000000000005,437.80000000000007
COC(=O)C(=C\\c1ccc(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc2c(-c3ccc(C)s3)c3sc(cc3c(-c3ccc(C)s3)c2s1)-c1sc(cc1C)-c1sc(cc1C)-c1ccc(\\C=C(/C#N)C(=O)OC)s1)\\C#N,59.463285727201736,42.52953628566537,0,0,52,54,0.752829017543916,3891.549319347433,4054,1654.16,0.45614035087719296,55.88803854875283,23.836734693877553,11.36,790.8600000000016,12,0.14285714285714285,19.954480000000018,323.34600000000046,100.18,382.5800000000001
CN1C(=S)S\\C(=C\\c2ccc(s2)-c2sc(cc2C)-c2sc(cc2C)-c2cc3c(cc4c5sc(cc5c(cc4c3s2)-c2ccc(C)s2)-c2cc(C)c(s2)-c2cc(C)c(s2)-c2ccc(\\C=C3\\SC(=S)N(C)C3=O)s2)-c2ccc(C)s2)C1=O,66.06260538424598,45.17972226760179,0,0,56,59,0.6362206445122284,4409.8418548936,4726,2329.18,0.5573770491803278,57.72690484449069,23.178819444444443,10.828125,868.3000000000015,10,0.10752688172043011,22.60972000000004,371.5120000000005,40.620000000000005,437.80000000000007
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ncc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,76.06200462367218,48.92763334299885,0,0,80,84,0.5245205386001279,5444.024830377431,6222,3654.22,0.6119402985074627,61.11882716049383,23.296917252568957,9.966390532544379,958.6600000000012,10,0.09259259259259259,23.04008000000005,411.19400000000064,77.34,472.7000000000001
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(s4)-c4ccc(C)s4)c4sc(cc4c(-c4ccc(s4)-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,70.97191273803197,49.12699864779173,0,0,62,64,0.641204995586693,4691.575282988551,4874,2690.2,0.5692307692307692,62.135,25.289256198347108,11.883126369612857,937.9000000000011,12,0.12,24.91352000000004,400.63200000000063,40.620000000000005,494.2800000000001
COC(=O)c1nc2c(-c3ccc(s3)-c3ccc(C)s3)c(F)c(F)c(-c3cc4c(-c5cc(C)c(C)s5)c5sc(cc5c(-c5cc(C)c(C)s5)c4s3)-c3c(F)c(F)c(-c4ccc(s4)-c4ccc(C)s4)c4nc(C(=O)OC)c(nc34)C(=O)OC)c2nc1C(=O)OC,70.86717142135528,51.92127059103021,0,0,62,66,0.84781125566404,4763.605329762417,4084,2344.24,0.47692307692307695,66.6072,27.131556754933378,12.093336411203447,862.8600000000015,12,0.12,19.26072000000001,347.7620000000005,156.76,382.68000000000006
Cc1cc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=c2\\sc(=C(C#N)C#N)n(C)c2=O)cc1C,63.27461837401966,44.61429485989026,0,0,55,55,0.6230029202630942,4578.067328635536,5354,1759.19,0.47107438016528924,60.67870218406767,25.37514403292181,12.095036108351902,850.6700000000017,10,0.11235955056179775,15.617179999999964,342.7410000000005,139.16,449.80000000000007
CN1C(=O)S\\C(=C/c2sc(-c3cc4c(-c5ccc(C)s5)c5sc(cc5c(-c5ccc(C)s5)c4s3)-c3sc(\\C=C4/SC(=O)N(C)C4=S)c4cc(C)sc34)c3sc(C)cc23)C1=S,49.70169016103269,37.049417019221636,0,0,38,42,0.8736322860903936,3172.889454482149,2252,1360.16,0.5681818181818182,42.624489795918365,16.402975206611572,7.306355738454504,648.9600000000015,6,0.08571428571428572,17.62688,282.8240000000004,40.620000000000005,381.32000000000005
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2cc3sc(cc3s2)-c2sc(cc2C)-c2cc3c(-c4cc(C)c(C)s4)c4sc(cc4c(-c4cc(C)c(C)s4)c3s2)-c2cc(C)c(s2)-c2cc3sc(cc3s2)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,69.69559854610148,45.84754373200024,0,0,58,62,0.5875645228757624,4622.301177947093,5378,2632.2,0.546875,60.25364431486881,23.532298869961206,10.85467155612245,918.3200000000015,10,0.10204081632653061,24.50276000000004,394.24600000000055,40.620000000000005,494.2800000000001
Cc1cc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)sc1-c1cc(C)c(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(cc1C)-c1sc(\\C=c2/sc(=C(C#N)C#N)n(C)c2=O)cc1C,53.318104296005174,38.790613250169244,0,0,45,45,0.7288200254064917,3794.226595252691,3840,1203.17,0.46534653465346537,51.8848,21.8380452658783,10.429227267466533,715.9900000000016,8,0.10666666666666667,11.543339999999981,286.64100000000025,139.16,393.32000000000005
CN1C(=S)S\\C(=C/c2sc(-c3cc4c(C)c5sc(cc5c(C)c4s3)-c3sc(\\C=C4/SC(=S)N(C)C4=O)c4sc(C)cc34)c3cc(C)sc23)C1=O,41.29728901583389,30.420433423813588,0,0,28,32,0.8643443892114655,2531.492864670427,1930,914.14,0.5405405405405406,35.68668252080856,13.338374291115311,5.854671280276817,542.4600000000013,4,0.06896551724137931,12.898079999999984,235.41999999999973,40.620000000000005,324.84000000000003
CN1c2ccc(cc2Oc2cc(ccc12)-c1ccc(-c2sc(C=C(C#N)C#N)cc2C)c2nsnc12)-c1ccc(-c2sc(C=C(C#N)C#N)cc2C)c2nsnc12,45.64306834403098,31.121470178263422,0,0,40,42,0.8088725038935595,2980.196689018887,2687,1033.14,0.525,42.30816568047337,18.38107638888889,8.331428571428571,559.6800000000012,6,0.09230769230769231,11.838559999999982,228.34499999999971,159.19,272.15000000000003
COc1c2cc(sc2c(OC)c2cc(sc12)-c1ccc2N(C)c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3Sc2c1)-c1ccc2N(C)c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3Sc2c1,57.58765187822699,34.774080644855445,0,0,48,50,0.6230263434255746,3570.952873627381,3964,1894.12,0.5660377358490566,49.56424747174301,20.096749811035526,8.581939058171745,682.7800000000018,6,0.07317073170731707,14.857399999999968,284.60000000000025,93.22,200.3
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(-c3sc(-c4sc(-c5ccc(s5)-c5sc(\\C=C6/SC(=S)N(C)C6=O)cc5C)c5cc(C)sc45)c4C(=O)N(C)C(=O)c34)c3sc(C)cc23)C1=O,56.89872679952228,41.71217631055729,0,0,41,43,0.7229940346011297,3633.6260988076033,3515,1708.2,0.56,49.8525,19.227261274880323,8.56191467221644,733.720000000001,8,0.1,16.66997999999998,312.2070000000005,78,446.94000000000005
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2c(F)cc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3cc(F)c(-c4cc5c(s4)-c4sc(cc4[Si]5(C)C)-c4ncc(-c5ccc(s5)-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,83.83259677568334,52.28743368596072,0,0,86,90,0.4413834831835923,6149.457823371684,8248,4459.29,0.6312056737588653,67.14186851211073,25.013075086805557,10.448979591836734,1020.2300000000014,10,0.08403361344537816,21.084440000000043,435.00200000000063,128.9,524.2600000000001
CN1c2ccc(cc2Sc2cc(ccc12)C([C](c1ccc(cc1)[C](C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)=C(C#N)C#N)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,57.44510402471991,36.674354687787776,0,0,54,54,0.7935546759115942,3599.316723086044,3588,1468.08,0.543859649122807,56.28078524687686,27.92797783933518,13.610586011342155,736.6200000000014,11,0.13414634146341464,15.700099999999965,292.90600000000035,104.87999999999998,130.17999999999998
CN1C(=S)S\\C(=C/c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc3c(-c4ccc(C)s4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3/SC(=S)N(C)C3=O)cc2C)C1=O,62.567511592833114,43.81189459622676,0,0,52,54,0.6581177015274982,4012.205572346454,4336,2044.18,0.5517241379310345,55.20402892561984,22.204801038062282,10.405768429820908,831.4000000000016,10,0.11363636363636363,21.456520000000037,354.0060000000006,40.620000000000005,437.80000000000007
Cn1c(-c2ccc(s2)-c2cc3ccc4cccc5ccc(c2)c3c45)c2c(c(-c3ccc(s3)-c3cc(F)c(cc3F)-c3ccc(s3)-c3n(C)c(=O)c4c(-c5ccc(s5)-c5cc6ccc7cccc8ccc(c5)c6c78)n(C)c(=O)c34)n(C)c2=O)c1=O,70.26785176431105,43.19736110259182,0,0,58,64,0.5080040248270254,4901.028935570151,5918,3028.14,0.5967741935483871,57.8676,22.355872456337124,9.148145659768879,794.3600000000012,8,0.08,16.80639999999998,338.66200000000055,81.24000000000001,194.20000000000002
Cc1ccc(s1)-c1ccc(s1)-c1cnc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2nc3c(-c4ccc(C)s4)c4sc(nc4c(-c4ccc(C)s4)c3s2)-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2ncc(-c3ccc(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,76.06200462367218,48.92763334299885,0,0,80,84,0.5245205386001279,5450.552066709123,6222,3654.24,0.6212121212121212,61.11882716049383,23.296917252568957,9.966390532544379,950.4400000000011,10,0.09259259259259259,21.83008000000004,406.78400000000056,103.12,498.48000000000013
COc1c2cc(sc2c(OC)c2cc(sc12)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C2/SC(=S)N(C)C2=O)cc1C,55.35854441052505,38.47664879222223,0,0,42,44,0.661592189096376,3392.483253955004,3944,1528.18,0.5192307692307693,50.172912557527944,20.2675,9.351961950059453,736.6400000000017,10,0.1282051282051282,17.39987999999999,311.0100000000006,59.080000000000005,399.7800000000001
CN1c2ccc(C=C3C(=O)c4ccccc4C3=O)cc2Sc2cc(ccc12)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,37.27910731335207,24.25664158709919,0,0,36,36,0.8617535011244672,2096.7051746787497,1735,739.05,0.581081081081081,33.16126735493058,14.693877551020408,6.756594432270108,459.42000000000155,5,0.09433962264150944,10.518499999999989,188.26899999999955,40.620000000000005,65.92
COC(=O)C(=C\\c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c(cc3c4sc(cc4c(cc3c2s1)-c1ccc(C)cc1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(\\C=C(/C#N)C(=O)OC)cc1C)-c1ccc(C)cc1)\\C#N,64.37259308098768,43.41640671408082,0,0,58,61,0.7187079789938767,4339.932984796053,4556,1961.14,0.4603174603174603,60.292235237290186,25.985942906574394,12.447337655436284,842.8200000000012,12,0.13186813186813187,20.984680000000022,345.0980000000008,100.18,326.1000000000001
CN1C(=S)S\\C(=C\\c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2cc(F)c(s2)-c2sc(cc2F)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(\\C=C3\\SC(=S)N(C)C3=O)cc2C)C1=O,52.16311044763433,37.30666784500716,0,0,40,40,0.6755722939780835,3116.578119429815,3636,1297.18,0.5531914893617021,47.66672921748921,19.305803571428573,9.392885755487903,687.2200000000015,9,0.1232876712328767,17.021479999999986,288.24600000000044,40.620000000000005,381.32000000000005
